game_id,game_date,home_team,away_team,period,clock,full_clock,team,player,event,x_coordinate,y_coordinate,x_coordinate_adv,y_coordinate_adv,player_2,x_coordinate_2,y_coordinate_2,x_coordinate_adv_2,y_coordinate_adv_2,detail_1,detail_2,detail_3,detail_4,rev_period,home_team_skaters,away_team_skaters,is_5v4,is_fo,is_5on5,is_in_att_zone,whos_attacking,adv_team,skater_adv_segment,play_segment,event_no,starts_with_oz_fo,wont_leave_zone
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,2,1151,2351,Olympic (Women) - Finland,Ronja Savolainen,Play,72,58,72,58,Michelle Karvinen,48,47,48,47,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - United States,Olympic (Women) - Finland,92,1,14,TRUE,FALSE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1150,2350,Boston Pride,Kaleigh Fratkin,Play,54,58,54,58,Christina Putigna,79,5,79,5,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,Buffalo Beauts,Boston Pride,196,1,14,TRUE,FALSE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,2,1150,2350,Olympic (Women) - Finland,Michelle Karvinen,Play,60,31,60,31,Noora Tulus,97,10,97,10,Direct,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - United States,Olympic (Women) - Finland,92,1,15,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,1149,1149,Boston Pride,Taylor Wenczkowski,Shot,162,71,162,71,NA,NA,NA,NA,NA,Slapshot,On Net,TRUE,FALSE,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,149,1,11,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,1149,2349,Minnesota Whitecaps,Sydney Baldwin,Shot,155,54,155,54,NA,NA,NA,NA,NA,Snapshot,Blocked,TRUE,FALSE,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,180,1,15,TRUE,TRUE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,3,1149,1149,Olympic (Women) - Canada,Meghan Agosta,Play,192,67,192,67,Rebecca Johnston,152,79,152,79,Indirect,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,7,3,12,TRUE,FALSE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,3,1149,1149,Olympic (Women) - United States,Kelly Pannek,Play,193,41,193,41,Emily Pfalzer,195,42,195,42,Indirect,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,94,3,5,TRUE,TRUE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,3,1148,1148,Olympic (Women) - Canada,Rebecca Johnston,Incomplete Play,152,79,152,79,Meghan Agosta,190,68,190,68,Indirect,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,7,3,13,TRUE,FALSE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,2,1148,2348,Olympic (Women) - Finland,Noora Tulus,Zone Entry,123,6,123,6,Lee Stecklein,NA,NA,NA,NA,Carried,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,FALSE,NZ,Olympic (Women) - Finland,92,1,16,TRUE,FALSE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,3,1147,1147,Olympic (Women) - Olympic Athletes from Russia,Anna Shokhina,Takeaway,31,4,169,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,7,3,14,TRUE,FALSE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,3,1147,1147,Olympic (Women) - United States,Emily Pfalzer,Incomplete Play,177,32,177,32,Kelly Pannek,185,52,185,52,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,94,3,6,TRUE,TRUE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,1146,1146,Boston Pride,Mallory Souliotis,Puck Recovery,141,27,141,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,149,1,12,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,1146,1146,Boston Pride,Mallory Souliotis,Shot,141,27,141,27,NA,NA,NA,NA,NA,Slapshot,Missed,TRUE,FALSE,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,149,1,13,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,1146,2346,Minnesota Whitecaps,Meghan Lorence,Puck Recovery,170,77,170,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,180,1,16,TRUE,TRUE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1146,2346,Boston Pride,Christina Putigna,Zone Entry,124,9,124,9,Lisa Chesson,NA,NA,NA,NA,Carried,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Boston Pride,196,1,15,TRUE,FALSE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,2,1146,2346,Olympic (Women) - United States,Hilary Knight,Puck Recovery,38,83,162,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,92,1,17,TRUE,FALSE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,2,1146,2346,Olympic (Women) - United States,Hilary Knight,Dump In/Out,38,83,162,2,NA,NA,NA,NA,NA,Lost,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,92,1,18,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,1145,1145,Boston Pride,Taylor Wenczkowski,Puck Recovery,177,39,177,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,149,1,14,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,1145,1145,Boston Pride,Taylor Wenczkowski,Shot,177,39,177,39,NA,NA,NA,NA,NA,Snapshot,On Net,FALSE,FALSE,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,149,1,15,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,1145,2345,Minnesota Whitecaps,Meghan Lorence,Play,173,78,173,78,Haley Mack,194,68,194,68,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,180,1,17,TRUE,TRUE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,3,1145,1145,Olympic (Women) - Olympic Athletes from Russia,Anna Shokhina,Dump In/Out,77,4,123,81,NA,NA,NA,NA,NA,Lost,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,FALSE,NZ,Olympic (Women) - Canada,7,3,15,TRUE,FALSE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,3,1145,1145,Olympic (Women) - Finland,Petra Nieminen,Puck Recovery,35,7,165,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - United States,Olympic (Women) - United States,94,3,7,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1144,1144,Boston Pride,Tereza Vanisova,Faceoff Win,169,20,169,20,Sarah Schwenzfeier,NA,NA,NA,NA,Backhand,NA,NA,NA,1,4,5,TRUE,TRUE,FALSE,TRUE,Boston Pride,Boston Pride,164,1,1,TRUE,TRUE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1144,2344,Buffalo Beauts,Lisa Chesson,Puck Recovery,7,63,193,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,1,16,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,1143,1143,Boston Pride,Taylor Wenczkowski,Puck Recovery,197,24,197,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,149,1,16,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,1143,1143,Boston Pride,Taylor Wenczkowski,Play,196,19,196,19,Mallory Souliotis,143,5,143,5,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,149,1,17,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,1142,2342,Minnesota Whitecaps,Haley Mack,Play,191,68,191,68,Meghan Lorence,169,80,169,80,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,180,1,18,TRUE,TRUE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1142,2342,Buffalo Beauts,Lisa Chesson,Dump In/Out,5,62,195,23,NA,NA,NA,NA,NA,Lost,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,1,17,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,1141,1141,Boston Pride,Mallory Souliotis,Play,137,16,137,16,Kaleigh Fratkin,140,55,140,55,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,149,1,18,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1141,1141,Boston Pride,Tereza Vanisova,Puck Recovery,149,1,149,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,1,2,TRUE,TRUE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1141,1141,Boston Pride,Tereza Vanisova,Play,149,1,149,1,Taylor Turnquist,126,3,126,3,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,1,3,TRUE,TRUE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,1141,2341,Minnesota Whitecaps,Meghan Lorence,Shot,168,68,168,68,NA,NA,NA,NA,NA,Snapshot,On Net,TRUE,FALSE,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,180,1,19,TRUE,TRUE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1141,2341,Boston Pride,Mallory Souliotis,Puck Recovery,151,5,151,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,1,18,TRUE,FALSE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,3,1141,1141,Olympic (Women) - Canada,Marie-Philip Poulin,Puck Recovery,29,15,29,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,7,3,16,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,1140,2340,Toronto Six,Breanne Wilson-Bennett,Faceoff Win,31,20,169,65,Stephanie Anderson,NA,NA,NA,NA,Backhand,NA,NA,NA,2,4,5,TRUE,TRUE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,180,2,1,TRUE,TRUE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1139,1139,Boston Pride,Taylor Turnquist,Play,125,23,125,23,Lauren Kelly,132,63,132,63,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,1,4,TRUE,TRUE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1139,2339,Boston Pride,Mallory Souliotis,Play,151,7,151,7,Kaleigh Fratkin,131,46,131,46,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,1,19,TRUE,FALSE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,3,1139,1139,Olympic (Women) - Finland,Linda Valimaki,Faceoff Win,169,21,169,21,Laura Stacey,NA,NA,NA,NA,Backhand,NA,NA,NA,1,4,5,TRUE,TRUE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,15,3,1,TRUE,TRUE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,2,1139,2339,Olympic (Women) - Finland,Jenni Hiirikoski,Puck Recovery,4,27,4,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - United States,Olympic (Women) - Finland,92,1,19,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,1138,1138,Boston Pride,Kaleigh Fratkin,Play,159,82,159,82,Samantha Davis,190,74,190,74,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,149,1,19,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,1138,2338,Toronto Six,Megan Quinn,Puck Recovery,8,15,192,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,180,2,2,TRUE,TRUE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,1138,2338,Toronto Six,Megan Quinn,Play,8,15,192,70,Emily Fluke,32,81,168,4,Indirect,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,180,2,3,TRUE,TRUE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,3,1138,1138,Olympic (Women) - Finland,Petra Nieminen,Puck Recovery,168,9,168,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,15,3,2,TRUE,TRUE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,3,1138,1138,Olympic (Women) - Finland,Petra Nieminen,Zone Entry,126,71,74,14,Cayla Barnes,NA,NA,NA,NA,Carried,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Finland,Olympic (Women) - United States,94,3,8,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1137,1137,Boston Pride,Lauren Kelly,Play,138,72,138,72,Samantha Davis,178,78,178,78,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,1,5,TRUE,TRUE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1137,2337,Boston Pride,Kaleigh Fratkin,Play,131,46,131,46,McKenna Brand,160,73,160,73,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,1,20,TRUE,FALSE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,3,1137,1137,Olympic (Women) - Finland,Petra Nieminen,Play,164,13,164,13,Minnamari Tuominen,154,2,154,2,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,15,3,3,TRUE,TRUE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,1136,2336,Toronto Six,Emily Fluke,Dump In/Out,32,81,168,4,NA,NA,NA,NA,NA,Lost,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,180,2,4,TRUE,FALSE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,3,1136,1136,Olympic (Women) - Finland,Minnamari Tuominen,Play,144,11,144,11,Susanna Tapani,152,66,152,66,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,15,3,4,TRUE,TRUE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1135,1135,Boston Pride,Samantha Davis,Play,180,80,180,80,Lauren Kelly,132,60,132,60,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,1,6,TRUE,TRUE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1135,2335,Boston Pride,McKenna Brand,Play,158,80,158,80,Christina Putigna,194,69,194,69,Indirect,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,1,21,TRUE,FALSE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,3,1135,1135,Olympic (Women) - Canada,Marie-Philip Poulin,Play,51,43,51,43,Haley Irwin,128,37,128,37,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Canada,7,3,17,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,1134,1134,Boston Pride,Samantha Davis,Play,169,71,169,71,Tereza Vanisova,191,74,191,74,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,149,1,20,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1134,1134,Boston Pride,Lauren Kelly,Shot,133,57,133,57,NA,NA,NA,NA,NA,Wristshot,Missed,TRUE,FALSE,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,1,7,TRUE,TRUE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,3,1134,1134,Olympic (Women) - Canada,Marie-Philip Poulin,Zone Entry,125,40,125,40,Liana Ganeyeva,NA,NA,NA,NA,Played,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,7,3,18,TRUE,FALSE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,3,1134,1134,Olympic (Women) - Finland,Petra Nieminen,Incomplete Play,145,83,55,2,Susanna Tapani,152,71,48,14,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Finland,Olympic (Women) - United States,94,3,9,TRUE,FALSE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,3,1134,1134,Olympic (Women) - United States,Emily Pfalzer,Puck Recovery,26,23,26,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Finland,Olympic (Women) - United States,94,3,10,TRUE,FALSE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,3,1133,1133,Olympic (Women) - United States,Emily Pfalzer,Play,24,28,24,28,Dani Cameranesi,51,63,51,63,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - Finland,Olympic (Women) - United States,94,3,11,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,1132,2332,Minnesota Whitecaps,Sydney Baldwin,Puck Recovery,85,6,85,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Minnesota Whitecaps,180,2,5,TRUE,FALSE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,3,1132,1132,Olympic (Women) - Canada,Haley Irwin,Incomplete Play,157,13,157,13,Melodie Daoust,161,36,161,36,Direct,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,7,3,19,TRUE,FALSE
17575Olympic (Women) - CanadaOlympic (Women) - Finland,2018-02-13,Olympic (Women) - Canada,Olympic (Women) - Finland,3,1132,1132,Olympic (Women) - Finland,Susanna Tapani,Play,163,82,163,82,Linda Valimaki,184,78,184,78,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Finland,Olympic (Women) - Finland,15,3,5,TRUE,TRUE
18000Olympic (Women) - FinlandOlympic (Women) - United States,2019-04-14,Olympic (Women) - Finland,Olympic (Women) - United States,2,1132,2332,Olympic (Women) - Finland,Jenni Hiirikoski,Play,2,40,2,40,Susanna Tapani,2,40,2,40,Indirect,NA,NA,NA,2,5,4,TRUE,FALSE,FALSE,FALSE,Olympic (Women) - United States,Olympic (Women) - Finland,92,1,20,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,1131,2331,Minnesota Whitecaps,Sydney Baldwin,Play,88,24,88,24,Meghan Lorence,112,82,112,82,Direct,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Minnesota Whitecaps,180,2,6,TRUE,FALSE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,1,1131,3531,Olympic (Women) - Olympic Athletes from Russia,Olga Sosina,Faceoff Win,31,65,169,20,Melodie Daoust,NA,NA,NA,NA,Backhand,NA,NA,NA,3,5,4,TRUE,TRUE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,1,1,1,TRUE,TRUE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,1130,1130,Boston Pride,Tereza Vanisova,Play,157,57,157,57,Samantha Davis,189,60,189,60,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,149,1,21,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1130,1130,Connecticut Whale,Sarah Schwenzfeier,Puck Recovery,14,79,186,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,1,8,TRUE,TRUE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1130,1130,Connecticut Whale,Sarah Schwenzfeier,Dump In/Out,14,79,186,6,NA,NA,NA,NA,NA,Lost,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,164,1,9,TRUE,FALSE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,3,1130,1130,Olympic (Women) - Olympic Athletes from Russia,Yevgenia Dyupina,Puck Recovery,48,60,152,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,7,3,20,TRUE,FALSE
17573Olympic (Women) - CanadaOlympic (Women) - Olympic Athletes from Russia,2018-02-11,Olympic (Women) - Canada,Olympic (Women) - Olympic Athletes from Russia,3,1130,1130,Olympic (Women) - Olympic Athletes from Russia,Yevgenia Dyupina,Dump In/Out,48,60,152,25,NA,NA,NA,NA,NA,Lost,NA,NA,NA,1,5,4,TRUE,FALSE,FALSE,TRUE,Olympic (Women) - Canada,Olympic (Women) - Canada,7,3,21,TRUE,FALSE
18653Toronto SixBoston Pride,2021-01-26,Toronto Six,Boston Pride,3,1129,1129,Boston Pride,Samantha Davis,Play,188,63,188,63,Kaleigh Fratkin,134,47,134,47,Direct,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,149,1,22,TRUE,FALSE
18654Connecticut WhaleBoston Pride,2021-01-27,Connecticut Whale,Boston Pride,3,1129,1129,Boston Pride,Lauren Kelly,Puck Recovery,102,10,102,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5,TRUE,FALSE,FALSE,FALSE,NZ,Boston Pride,164,1,10,TRUE,FALSE
18657Toronto SixMinnesota Whitecaps,2021-01-30,Toronto Six,Minnesota Whitecaps,2,1129,2329,Minnesota Whitecaps,Meghan Lorence,Zone Entry,126,82,126,82,Megan Quinn,NA,NA,NA,NA,Carried,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Minnesota Whitecaps,Minnesota Whitecaps,180,2,7,TRUE,FALSE
18659Buffalo BeautsBoston Pride,2021-02-01,Buffalo Beauts,Boston Pride,2,1129,2329,Boston Pride,Christina Putigna,Play,136,81,136,81,McKenna Brand,184,78,184,78,Indirect,NA,NA,NA,2,4,5,TRUE,FALSE,FALSE,TRUE,Boston Pride,Boston Pride,196,1,22,TRUE,FALSE
